dpt,flux,tonnage,annee,mois
13,ECRAN,0.375,2011,3
13,ECRAN,269.052,2011,3
13,LAMPE,0.000,2010,3
13,LAMPE,33.541,2010,3
13,LAMPE,0.000,2010,3
13,LAMPE,59.364,2010,3
13,GEMF,0.169,2011,3
13,GEMF,174.081,2011,3
13,ECRAN,738.280,2012,3
13,GEMHF,655.043,2012,3
13,GEMF,648.577,2012,3
13,PAM,279.694,2012,3
13,PAM,36.194,2012,3
13,ECRAN,1.895,2012,3
13,GEMHF,0.985,2012,3
13,PAM,0.000,2011,3
13,PAM,164.160,2011,3
13,PAM,6.259,2011,3
13,PAM,206.123,2011,3
13,GEMHF,0.000,2011,3
13,GEMHF,1721.122,2011,3
13,GEMHF,12.916,2011,3
13,GEMHF,226.101,2011,3
13,GEMF,0.000,2011,3
13,GEMF,768.984,2011,3
13,GEMF,8.342,2011,3
13,GEMF,80.255,2011,3
13,ECRAN,0.000,2011,3
13,ECRAN,339.614,2011,3
13,ECRAN,16.158,2011,3
13,ECRAN,201.874,2011,3
13,PAM,281.107,2012,3
13,ECRAN,263.657,2012,3
13,GEMHF,242.269,2012,3
13,GEMF,83.033,2012,3
13,PAM,9.373,2012,3
13,ECRAN,16.216,2012,3
13,GEMHF,15.099,2012,3
13,GEMF,6.670,2012,3
13,PAM,190.958,2012,3
13,ECRAN,376.533,2012,3
13,GEMHF,1815.222,2012,3
13,GEMF,783.833,2012,3
13,LAMPE,0.304,2011,3
13,LAMPE,36.528,2011,3
13,LAMPE,0.000,2011,3
13,LAMPE,62.324,2011,3
13,GEMF,0.374,2011,3
13,GEMHF,0.386,2011,3
13,PAM,48.963,2012,3
13,GEMHF,0.370,2012,3
13,GEMF,0.063,2012,3
13,ECRAN,0.803,2012,3
13,PAM,625.250,2012,3
13,GEMHF,724.021,2012,3
13,GEMF,754.936,2012,3
13,ECRAN,878.111,2012,3
13,GEMHF,309.577,2011,3
13,GEMHF,1.484,2011,3
13,PAM,114.526,2011,3
13,PAM,6.920,2011,3
13,PAM,286.683,2012,2
13,ECRAN,338.003,2012,2
13,GEMHF,229.274,2012,2
13,GEMF,88.370,2012,2
13,PAM,36.596,2012,2
13,ECRAN,41.248,2012,2
13,GEMHF,37.539,2012,2
13,GEMF,23.294,2012,2
13,PAM,226.582,2012,2
13,ECRAN,571.806,2012,2
13,GEMHF,1736.500,2012,2
13,GEMF,767.530,2012,2
13,LAMPE,0.537,2012,3
13,LAMPE,46.316,2012,3
13,LAMPE,0.000,2012,3
13,LAMPE,51.755,2012,3
13,ECRAN,2.260,2012,3
13,GEMF,0.000,2012,3
13,GEMHF,0.000,2012,3
13,PAM,0.000,2012,3
13,ECRAN,1192.540,2012,3
13,GEMF,718.150,2012,3
13,GEMHF,726.890,2012,3
13,PAM,719.470,2012,3
13,ECRAN,0.000,2012,3
13,GEMF,0.670,2012,3
13,GEMHF,0.620,2012,3
13,PAM,55.860,2012,3
14,ND,19.000,2010,2
14,ND,1711.000,2010,2
14,ND,575.000,2010,2
14,ND,50.730,2010,2
14,ND,51.673,2010,2
14,ND,24.441,2010,2
14,ND,13.296,2010,2
14,ECRAN,70.862,2011,3
14,LAMPE,1.955,2010,3
14,LAMPE,16.338,2010,3
14,LAMPE,0.000,2010,3
14,LAMPE,21.437,2010,3
14,GEMF,0.052,2011,3
14,GEMF,43.284,2011,3
14,ECRAN,97.829,2012,3
14,GEMHF,95.585,2012,3
14,GEMF,71.424,2012,3
14,PAM,55.507,2012,3
14,PAM,23.626,2012,3
14,ECRAN,0.928,2012,3
14,GEMHF,0.732,2012,3
14,PAM,0.000,2011,3
14,PAM,68.621,2011,3
14,PAM,533.271,2011,3
14,PAM,46.276,2011,3
14,GEMHF,0.000,2011,3
14,GEMHF,676.572,2011,3
14,GEMHF,875.933,2011,3
14,GEMHF,47.986,2011,3
14,GEMF,0.000,2011,3
14,GEMF,251.457,2011,3
14,GEMF,328.838,2011,3
14,GEMF,20.632,2011,3
14,ECRAN,0.000,2011,3
14,ECRAN,200.680,2011,3
14,ECRAN,471.351,2011,3
14,ECRAN,33.368,2011,3
14,PAM,46.208,2012,3
14,ECRAN,47.765,2012,3
14,GEMHF,60.917,2012,3
14,GEMF,20.284,2012,3
14,PAM,874.191,2012,3
14,ECRAN,926.991,2012,3
14,GEMHF,1105.939,2012,3
14,GEMF,457.104,2012,3
14,PAM,55.455,2012,3
14,ECRAN,255.527,2012,3
14,GEMHF,641.728,2012,3
14,GEMF,261.046,2012,3
14,LAMPE,2.869,2011,3
14,LAMPE,16.380,2011,3
14,LAMPE,0.000,2011,3
14,LAMPE,11.512,2011,3
14,PAM,24.403,2012,3
14,GEMHF,1.030,2012,3
14,ECRAN,0.810,2012,3
14,PAM,37.694,2012,3
14,GEMHF,48.960,2012,3
14,GEMF,35.133,2012,3
14,ECRAN,71.986,2012,3
14,GEMHF,68.478,2011,3
14,GEMHF,0.799,2011,3
14,PAM,43.678,2011,3
14,PAM,22.240,2011,3
14,PAM,46.199,2012,2
14,ECRAN,47.195,2012,2
14,GEMHF,47.645,2012,2
14,GEMF,17.731,2012,2
14,PAM,1019.470,2012,2
14,ECRAN,969.102,2012,2
14,GEMHF,1077.620,2012,2
14,GEMF,487.150,2012,2
14,PAM,84.187,2012,2
14,ECRAN,199.013,2012,2
14,GEMHF,663.273,2012,2
14,GEMF,306.260,2012,2
14,LAMPE,4.188,2012,3
14,LAMPE,18.568,2012,3
14,LAMPE,0.000,2012,3
14,LAMPE,14.487,2012,3
14,ECRAN,79.240,2012,3
14,GEMF,39.740,2012,3
14,GEMHF,53.240,2012,3
14,PAM,40.940,2012,3
14,ECRAN,0.000,2012,3
14,GEMF,0.000,2012,3
14,GEMHF,2.120,2012,3
14,PAM,25.550,2012,3
15,ND,5.000,2010,2
15,ND,378.000,2010,2
15,ND,206.000,2010,2
15,ND,0.000,2010,2
15,ND,0.000,2010,2
15,ND,2.650,2010,2
15,ND,0.713,2010,2
15,LAMPE,0.817,2010,3
15,LAMPE,1.559,2010,3
15,LAMPE,0.000,2010,3
15,LAMPE,1.138,2010,3
15,PAM,0.000,2011,3
15,PAM,15.187,2011,3
15,PAM,101.358,2011,3
15,PAM,55.073,2011,3
15,GEMHF,0.000,2011,3
15,GEMHF,115.693,2011,3
15,GEMHF,130.486,2011,3
15,GEMHF,53.814,2011,3
15,GEMF,0.000,2011,3
15,GEMF,54.447,2011,3
15,GEMF,74.260,2011,3
15,GEMF,21.462,2011,3
15,ECRAN,0.000,2011,3
15,ECRAN,40.579,2011,3
15,ECRAN,88.597,2011,3
15,ECRAN,63.654,2011,3
15,PAM,63.633,2012,3
15,ECRAN,74.650,2012,3
15,GEMHF,81.243,2012,3
15,GEMF,30.156,2012,3
15,PAM,151.900,2012,3
15,ECRAN,141.519,2012,3
15,GEMHF,205.670,2012,3
15,GEMF,104.028,2012,3
15,PAM,12.537,2012,3
15,ECRAN,46.515,2012,3
15,GEMHF,114.391,2012,3
15,GEMF,49.115,2012,3
15,LAMPE,1.034,2011,3
15,LAMPE,2.242,2011,3
15,LAMPE,0.000,2011,3
15,LAMPE,0.957,2011,3
15,PAM,63.092,2012,2
15,ECRAN,94.709,2012,2
15,GEMHF,80.577,2012,2
15,GEMF,35.247,2012,2
15,PAM,174.822,2012,2
15,ECRAN,192.490,2012,2
15,GEMHF,214.073,2012,2
15,GEMF,116.640,2012,2
15,PAM,17.754,2012,2
15,ECRAN,61.443,2012,2
15,GEMHF,112.222,2012,2
15,GEMF,47.540,2012,2
15,LAMPE,1.208,2012,3
15,LAMPE,2.732,2012,3
15,LAMPE,0.000,2012,3
15,LAMPE,1.864,2012,3
16,ND,149.000,2010,2
16,ND,831.000,2010,2
16,ND,494.000,2010,2
16,ND,551.131,2010,2
16,ND,1.058,2010,2
16,ND,11.746,2010,2
16,ND,6.484,2010,2
16,ND,1096.008,2011,3
16,ECRAN,56.610,2011,3
16,GEMHF,313.341,2010,3
16,GEMF,231.580,2010,3
16,ECRAN,407.976,2010,3
16,PAM,428.492,2010,3
16,LAMPE,1.801,2010,3
16,LAMPE,6.385,2010,3
16,LAMPE,0.000,2010,3
16,LAMPE,8.748,2010,3
16,GEMF,32.129,2011,3
16,PAM,72.295,2012,3
16,ECRAN,52.920,2012,3
16,GEMHF,46.500,2012,3
16,GEMF,28.736,2012,3
16,PAM,4.255,2012,3
16,GEMF,0.820,2012,3
16,PAM,0.000,2011,3
16,PAM,73.158,2011,3
16,PAM,62.357,2011,3
16,PAM,48.348,2011,3
16,GEMHF,0.000,2011,3
16,GEMHF,247.966,2011,3
16,GEMHF,61.235,2011,3
16,GEMHF,78.626,2011,3
16,GEMF,0.000,2011,3
16,GEMF,108.813,2011,3
16,GEMF,35.392,2011,3
16,GEMF,31.703,2011,3
16,ECRAN,0.000,2011,3
16,ECRAN,63.281,2011,3
16,ECRAN,47.132,2011,3
16,ECRAN,65.549,2011,3
16,PAM,69.058,2012,3
16,ECRAN,101.781,2012,3
16,GEMHF,84.642,2012,3
16,GEMF,24.570,2012,3
16,PAM,68.044,2012,3
16,ECRAN,63.496,2012,3
16,GEMHF,87.926,2012,3
16,GEMF,38.997,2012,3
16,PAM,78.615,2012,3
16,ECRAN,99.493,2012,3
16,GEMHF,277.759,2012,3
16,GEMF,118.349,2012,3
16,LAMPE,2.588,2011,3
16,LAMPE,6.813,2011,3
16,LAMPE,0.000,2011,3
16,LAMPE,9.711,2011,3
16,ECRAN,621.439,2011,3
16,GEMF,291.399,2011,3
16,GEMHF,436.125,2011,3
16,PAM,588.333,2011,3
16,PAM,5.284,2012,3
16,GEMHF,0.272,2012,3
16,GEMHF,47.807,2011,3
16,PAM,68.317,2011,3
16,PAM,3.110,2011,3
16,PAM,72.792,2012,2
16,ECRAN,96.061,2012,2
16,GEMHF,120.369,2012,2
16,GEMF,54.348,2012,2
16,PAM,100.508,2012,2
16,ECRAN,86.636,2012,2
16,GEMHF,96.506,2012,2
16,GEMF,50.262,2012,2
16,PAM,78.862,2012,2
16,ECRAN,57.014,2012,2
16,GEMHF,213.759,2012,2
16,GEMF,93.322,2012,2
16,LAMPE,3.550,2012,3
16,LAMPE,6.727,2012,3
16,LAMPE,0.000,2012,3
16,LAMPE,10.862,2012,3
16,ECRAN,0.000,2012,3
16,GEMF,0.060,2012,3
16,GEMHF,0.250,2012,3
16,PAM,8.170,2012,3
16,ECRAN,668.441,2012,3
16,GEMF,324.250,2012,3
16,GEMHF,512.227,2012,3
16,PAM,720.226,2012,3
17,ND,853.000,2010,2
17,ND,610.000,2010,2
17,ND,0.000,2010,2
17,ND,931.045,2010,2
17,ND,13.237,2010,2
17,ND,6.050,2010,2
17,ND,102.000,2010,2
17,ECRAN,0.214,2011,3
17,ECRAN,685.324,2011,3
17,LAMPE,2.507,2010,3
17,LAMPE,11.246,2010,3
17,LAMPE,0.000,2010,3
17,LAMPE,5.134,2010,3
17,GEMF,366.306,2011,3
17,PAM,1208.650,2012,3
17,GEMHF,906.731,2012,3
17,ECRAN,835.041,2012,3
17,GEMF,579.169,2012,3
17,PAM,9.265,2012,3
17,GEMHF,0.346,2012,3
17,ECRAN,0.250,2012,3
17,PAM,0.000,2011,3
17,PAM,50.726,2011,3
17,PAM,46.963,2011,3
17,GEMHF,0.000,2011,3
17,GEMHF,504.353,2011,3
17,GEMHF,66.634,2011,3
17,GEMF,0.000,2011,3
17,GEMF,197.887,2011,3
17,GEMF,24.073,2011,3
17,ECRAN,0.000,2011,3
17,ECRAN,128.235,2011,3
17,ECRAN,37.365,2011,3
17,PAM,55.651,2012,3
17,ECRAN,44.096,2012,3
17,GEMHF,69.990,2012,3
17,GEMF,23.476,2012,3
17,PAM,12.362,2012,3
17,ECRAN,30.595,2012,3
17,GEMHF,16.095,2012,3
17,GEMF,15.691,2012,3
17,PAM,54.379,2012,3
17,ECRAN,266.467,2012,3
17,GEMHF,616.450,2012,3
17,GEMF,257.410,2012,3
17,LAMPE,2.555,2011,3
17,LAMPE,12.075,2011,3
17,LAMPE,0.000,2011,3
17,LAMPE,4.795,2011,3
17,PAM,10.279,2012,3
17,GEMHF,0.381,2012,3
17,GEMF,0.144,2012,3
17,PAM,1355.660,2012,3
17,GEMHF,912.236,2012,3
17,GEMF,708.039,2012,3
17,ECRAN,1276.460,2012,3
17,GEMHF,571.685,2011,3
17,GEMHF,1.066,2011,3
17,PAM,883.730,2011,3
17,PAM,8.810,2011,3
17,PAM,50.182,2012,2
17,ECRAN,51.512,2012,2
17,GEMHF,53.758,2012,2
17,GEMF,21.313,2012,2
17,PAM,164.692,2012,2
17,ECRAN,192.102,2012,2
17,GEMHF,200.552,2012,2
17,GEMF,114.577,2012,2
17,PAM,61.552,2012,2
17,ECRAN,191.315,2012,2
17,GEMHF,617.994,2012,2
17,GEMF,273.267,2012,2
17,LAMPE,4.026,2012,3
17,LAMPE,13.851,2012,3
17,LAMPE,0.000,2012,3
17,LAMPE,7.936,2012,3
17,ECRAN,1148.870,2012,3
17,GEMF,641.120,2012,3
17,GEMHF,933.800,2012,3
17,PAM,1284.140,2012,3
17,ECRAN,0.170,2012,3
17,GEMF,0.050,2012,3
17,GEMHF,0.660,2012,3
17,PAM,16.060,2012,3
18,ND,1.000,2010,2
18,ND,787.000,2010,2
18,ND,215.000,2010,2
18,ND,0.000,2010,2
18,ND,0.893,2010,2
18,ND,17.345,2010,2
18,ND,5.940,2010,2
18,LAMPE,2.628,2010,3
18,LAMPE,6.165,2010,3
18,LAMPE,0.000,2010,3
18,LAMPE,5.673,2010,3
18,GEMF,0.907,2011,3
18,PAM,2.609,2012,3
18,PAM,0.000,2011,3
18,PAM,17.184,2011,3
18,PAM,231.945,2011,3
18,PAM,32.541,2011,3
18,GEMHF,0.000,2011,3
18,GEMHF,278.742,2011,3
18,GEMHF,382.053,2011,3
18,GEMHF,39.693,2011,3
18,GEMF,0.000,2011,3
18,GEMF,116.807,2011,3
18,GEMF,202.724,2011,3
18,GEMF,18.321,2011,3
18,ECRAN,0.000,2011,3
18,ECRAN,60.452,2011,3
18,ECRAN,257.470,2011,3
18,ECRAN,30.698,2011,3
18,PAM,51.442,2012,3
18,ECRAN,47.012,2012,3
18,GEMHF,50.473,2012,3
18,GEMF,14.759,2012,3
18,PAM,322.882,2012,3
18,ECRAN,424.964,2012,3
18,GEMHF,462.716,2012,3
18,GEMF,242.844,2012,3
18,PAM,27.522,2012,3
18,ECRAN,125.849,2012,3
18,GEMHF,330.383,2012,3
18,GEMF,149.926,2012,3
18,LAMPE,1.868,2011,3
18,LAMPE,6.828,2011,3
18,LAMPE,0.000,2011,3
18,LAMPE,6.361,2011,3
18,PAM,2.375,2012,3
18,PAM,3.281,2011,3
18,PAM,47.254,2012,2
18,ECRAN,46.333,2012,2
18,GEMHF,47.217,2012,2
18,GEMF,18.144,2012,2
18,PAM,380.593,2012,2
18,ECRAN,462.822,2012,2
18,GEMHF,474.491,2012,2
18,GEMF,261.106,2012,2
18,PAM,31.150,2012,2
18,ECRAN,79.750,2012,2
18,GEMHF,348.424,2012,2
18,GEMF,156.358,2012,2
18,LAMPE,2.966,2012,3
18,LAMPE,5.931,2012,3
18,LAMPE,0.000,2012,3
18,LAMPE,6.775,2012,3
18,ECRAN,0.000,2012,3
18,GEMF,0.000,2012,3
18,GEMHF,0.000,2012,3
18,PAM,0.770,2012,3
19,ND,258.000,2010,2
19,ND,191.000,2010,2
19,ND,5.260,2010,2
19,ND,152.457,2010,2
19,ND,5.833,2010,2
19,ND,1.809,2010,2
19,ND,2.000,2010,2
19,ND,0.150,2011,3
19,ECRAN,3.501,2011,3
19,ECRAN,166.175,2011,3
19,LAMPE,0.156,2010,3
19,LAMPE,3.475,2010,3
19,LAMPE,0.000,2010,3
19,LAMPE,1.913,2010,3
19,GEMF,173.011,2011,3
19,GEMHF,423.703,2012,3
19,ECRAN,303.871,2012,3
19,GEMF,245.768,2012,3
19,PAM,191.440,2012,3
19,ECRAN,2.069,2012,3
19,PAM,0.205,2012,3
19,PAM,0.000,2011,3
19,PAM,31.176,2011,3
19,PAM,2.961,2011,3
19,GEMHF,0.000,2011,3
19,GEMHF,149.705,2011,3
19,GEMHF,3.841,2011,3
19,GEMF,0.000,2011,3
19,GEMF,82.730,2011,3
19,GEMF,1.871,2011,3
19,ECRAN,0.000,2011,3
19,ECRAN,79.365,2011,3
19,ECRAN,2.786,2011,3
19,PAM,2.779,2012,3
19,ECRAN,4.340,2012,3
19,GEMHF,3.297,2012,3
19,GEMF,1.248,2012,3
19,PAM,16.020,2012,3
19,ECRAN,18.919,2012,3
19,GEMHF,16.688,2012,3
19,GEMF,9.970,2012,3
19,PAM,35.075,2012,3
19,ECRAN,90.633,2012,3
19,GEMHF,158.490,2012,3
19,GEMF,77.554,2012,3
19,LAMPE,0.623,2011,3
19,LAMPE,5.685,2011,3
19,LAMPE,0.000,2011,3
19,LAMPE,3.294,2011,3
19,ECRAN,1.821,2012,3
19,PAM,242.821,2012,3
19,GEMHF,367.970,2012,3
19,GEMF,273.492,2012,3
19,ECRAN,405.182,2012,3
19,GEMHF,226.922,2011,3
19,PAM,135.448,2011,3
19,PAM,2.489,2012,2
19,ECRAN,5.615,2012,2
19,GEMHF,1.264,2012,2
19,GEMF,0.433,2012,2
19,PAM,29.488,2012,2
19,ECRAN,26.646,2012,2
19,GEMHF,25.059,2012,2
19,GEMF,18.363,2012,2
19,PAM,44.767,2012,2
19,ECRAN,110.230,2012,2
19,GEMHF,184.112,2012,2
19,GEMF,85.868,2012,2
19,LAMPE,0.909,2012,3
19,LAMPE,4.804,2012,3
19,LAMPE,0.000,2012,3
19,LAMPE,4.023,2012,3
19,ECRAN,504.070,2012,3
19,GEMF,269.260,2012,3
19,GEMHF,276.070,2012,3
19,PAM,276.740,2012,3
19,ECRAN,5.230,2012,3
19,GEMF,0.000,2012,3
19,PAM,1.940,2012,3
21,ND,80.000,2010,2
21,ND,2342.000,2010,2
21,ND,1119.000,2010,2
21,ND,322.837,2010,2
21,ND,4.828,2010,2
21,ND,29.342,2010,2
21,ND,21.735,2010,2
21,ND,352.592,2011,3
21,ECRAN,0.118,2011,3
21,LAMPE,4.471,2010,3
21,LAMPE,13.506,2010,3
21,LAMPE,0.334,2010,3
21,LAMPE,16.951,2010,3
21,PAM,4.563,2012,3
21,ECRAN,0.131,2012,3
21,PAM,0.000,2011,3
21,PAM,36.223,2011,3
21,PAM,745.554,2011,3
21,PAM,202.367,2011,3
21,GEMHF,0.000,2011,3
21,GEMHF,521.450,2011,3
21,GEMHF,964.183,2011,3
21,GEMHF,206.521,2011,3
21,GEMF,0.000,2011,3
21,GEMF,222.943,2011,3
21,GEMF,445.366,2011,3
21,GEMF,90.611,2011,3
21,ECRAN,0.000,2011,3
21,ECRAN,104.907,2011,3
21,ECRAN,560.369,2011,3
21,ECRAN,140.855,2011,3
21,PAM,244.008,2012,3
21,ECRAN,179.348,2012,3
21,GEMHF,209.104,2012,3
21,GEMF,74.567,2012,3
21,PAM,984.033,2012,3
21,ECRAN,740.510,2012,3
21,GEMHF,1000.508,2012,3
21,GEMF,484.610,2012,3
21,PAM,50.097,2012,3
21,ECRAN,149.107,2012,3
21,GEMHF,498.249,2012,3
21,GEMF,222.996,2012,3
21,LAMPE,3.815,2011,3
21,LAMPE,14.107,2011,3
21,LAMPE,0.149,2011,3
21,LAMPE,16.990,2011,3
21,PAM,6.940,2012,3
21,GEMF,0.480,2012,3
21,ECRAN,0.490,2012,3
21,PAM,5.938,2011,3
21,PAM,241.846,2012,2
21,ECRAN,174.357,2012,2
21,GEMHF,195.607,2012,2
21,GEMF,81.081,2012,2
21,PAM,1084.940,2012,2
21,ECRAN,825.082,2012,2
21,GEMHF,1012.650,2012,2
21,GEMF,527.936,2012,2
21,PAM,44.868,2012,2
21,ECRAN,121.397,2012,2
21,GEMHF,479.817,2012,2
21,GEMF,253.798,2012,2
21,LAMPE,5.213,2012,3
21,LAMPE,15.098,2012,3
21,LAMPE,0.192,2012,3
21,LAMPE,16.867,2012,3
21,ECRAN,0.000,2012,3
21,GEMF,0.000,2012,3
21,GEMHF,0.000,2012,3
21,PAM,7.420,2012,3
22,ND,17.000,2010,2
22,ND,2176.000,2010,2
22,ND,689.000,2010,2
22,ND,0.000,2010,2
22,ND,6.433,2010,2
22,ND,28.519,2010,2
22,ND,9.097,2010,2
22,ECRAN,0.031,2011,3
22,LAMPE,6.752,2010,3
22,LAMPE,13.155,2010,3
22,LAMPE,0.000,2010,3
22,LAMPE,8.525,2010,3
22,PAM,10.522,2012,3
22,GEMHF,1.803,2012,3
22,ECRAN,0.251,2012,3
22,PAM,0.000,2011,3
22,PAM,37.735,2011,3
22,PAM,852.042,2011,3
22,PAM,66.381,2011,3
22,GEMHF,0.000,2011,3
22,GEMHF,292.462,2011,3
22,GEMHF,1496.832,2011,3
22,GEMHF,78.927,2011,3
22,GEMF,0.000,2011,3
22,GEMF,120.582,2011,3
22,GEMF,679.376,2011,3
22,GEMF,31.376,2011,3
22,ECRAN,0.000,2011,3
22,ECRAN,126.387,2011,3
22,ECRAN,869.016,2011,3
22,ECRAN,55.883,2011,3
22,PAM,63.450,2012,3
22,ECRAN,70.258,2012,3
22,GEMHF,73.708,2012,3
22,GEMF,24.209,2012,3
22,PAM,1100.853,2012,3
22,ECRAN,1372.831,2012,3
22,GEMHF,1669.393,2012,3
22,GEMF,749.174,2012,3
22,PAM,724.300,2012,3
22,ECRAN,260.415,2012,3
22,GEMHF,325.575,2012,3
22,GEMF,123.386,2012,3
22,LAMPE,6.387,2011,3
22,LAMPE,11.546,2011,3
22,LAMPE,0.000,2011,3
22,LAMPE,10.343,2011,3
22,PAM,7.629,2012,3
22,GEMHF,0.444,2012,3
22,GEMF,0.076,2012,3
22,ECRAN,0.107,2012,3
22,PAM,0.000,2012,3
22,GEMHF,3.000,2011,3
22,PAM,19.224,2011,3
22,PAM,59.461,2012,2
22,ECRAN,63.305,2012,2
22,GEMHF,77.108,2012,2
22,GEMF,32.210,2012,2
22,PAM,1198.790,2012,2
22,ECRAN,1249.930,2012,2
22,GEMHF,1586.060,2012,2
22,GEMF,759.426,2012,2
22,PAM,538.453,2012,2
22,ECRAN,164.806,2012,2
22,GEMHF,398.443,2012,2
22,GEMF,149.934,2012,2
22,LAMPE,7.180,2012,3
22,LAMPE,11.505,2012,3
22,LAMPE,0.000,2012,3
22,LAMPE,14.156,2012,3
22,ECRAN,0.000,2012,3
22,GEMF,0.130,2012,3
22,GEMHF,1.840,2012,3
22,PAM,18.350,2012,3
23,ND,1.000,2010,2
23,ND,90.000,2010,2
23,ND,69.000,2010,2
23,ND,124.467,2010,2
23,ND,257.024,2010,2
23,ND,2.269,2010,2
23,ND,1.359,2010,2
23,ECRAN,175.817,2011,3
23,LAMPE,1.397,2010,3
23,LAMPE,1.367,2010,3
23,LAMPE,0.000,2010,3
23,LAMPE,0.388,2010,3
23,GEMF,120.544,2011,3
23,PAM,247.895,2012,3
23,GEMHF,217.553,2012,3
23,ECRAN,184.034,2012,3
23,GEMF,140.875,2012,3
23,PAM,9.345,2011,3
23,GEMHF,54.250,2011,3
23,GEMF,23.238,2011,3
23,ECRAN,26.790,2011,3
23,PAM,7.898,2012,3
23,ECRAN,22.012,2012,3
23,GEMHF,44.512,2012,3
23,GEMF,19.368,2012,3
23,LAMPE,1.619,2011,3
23,LAMPE,1.948,2011,3
23,LAMPE,0.000,2011,3
23,LAMPE,0.243,2011,3
23,PAM,296.512,2012,3
23,GEMHF,210.268,2012,3
23,GEMF,136.583,2012,3
23,ECRAN,189.385,2012,3
23,GEMHF,200.096,2011,3
23,PAM,205.701,2011,3
23,PAM,9.462,2012,2
23,ECRAN,25.036,2012,2
23,GEMHF,41.169,2012,2
23,GEMF,18.251,2012,2
23,LAMPE,1.821,2012,3
23,LAMPE,1.509,2012,3
23,LAMPE,0.000,2012,3
23,LAMPE,0.203,2012,3
23,ECRAN,291.210,2012,3
23,GEMF,146.360,2012,3
23,GEMHF,209.170,2012,3
23,PAM,318.601,2012,3
24,ND,97.000,2010,2
24,ND,1261.000,2010,2
24,ND,337.000,2010,2
24,ND,1230.870,2010,2
24,ND,0.000,2010,2
24,ND,12.395,2010,2
24,ND,4.881,2010,2
24,ND,998.217,2011,3
24,LAMPE,0.646,2010,3
24,LAMPE,5.994,2010,3
24,LAMPE,0.000,2010,3
24,LAMPE,6.385,2010,3
24,PAM,1.263,2012,3
24,GEMF,0.465,2012,3
24,GEMHF,0.195,2012,3
24,PAM,0.000,2011,3
24,PAM,27.335,2011,3
24,PAM,588.991,2011,3
24,PAM,21.327,2011,3
24,GEMHF,0.000,2011,3
24,GEMHF,289.737,2011,3
24,GEMHF,517.504,2011,3
24,GEMHF,26.051,2011,3
24,GEMF,0.000,2011,3
24,GEMF,134.053,2011,3
24,GEMF,411.281,2011,3
24,GEMF,9.767,2011,3
24,ECRAN,0.000,2011,3
24,ECRAN,87.850,2011,3
24,ECRAN,574.990,2011,3
24,ECRAN,18.434,2011,3
24,PAM,22.330,2012,3
24,ECRAN,22.653,2012,3
24,GEMHF,26.460,2012,3
24,GEMF,9.426,2012,3
24,PAM,642.022,2012,3
24,ECRAN,646.695,2012,3
24,GEMHF,597.489,2012,3
24,GEMF,411.702,2012,3
24,PAM,36.742,2012,3
24,ECRAN,107.874,2012,3
24,GEMHF,330.953,2012,3
24,GEMF,155.325,2012,3
24,LAMPE,0.954,2011,3
24,LAMPE,7.207,2011,3
24,LAMPE,0.000,2011,3
24,LAMPE,7.035,2011,3
24,PAM,4.003,2012,3
24,GEMHF,0.387,2012,3
24,GEMHF,0.160,2011,3
24,PAM,2.225,2011,3
24,PAM,28.628,2012,2
24,ECRAN,30.449,2012,2
24,GEMHF,32.468,2012,2
24,GEMF,11.623,2012,2
24,PAM,690.114,2012,2
24,ECRAN,762.763,2012,2
24,GEMHF,576.723,2012,2
24,GEMF,425.597,2012,2
24,PAM,48.875,2012,2
24,ECRAN,152.380,2012,2
24,GEMHF,334.865,2012,2
24,GEMF,157.500,2012,2
24,LAMPE,1.759,2012,3
24,LAMPE,6.692,2012,3
24,LAMPE,0.000,2012,3
24,LAMPE,7.062,2012,3
24,ECRAN,0.000,2012,3
24,GEMF,0.000,2012,3
24,GEMHF,0.210,2012,3
24,PAM,6.500,2012,3
25,ND,96.000,2010,2
25,ND,1964.000,2010,2
25,ND,1127.000,2010,2
25,ND,731.610,2010,2
25,ND,657.942,2010,2
25,ND,30.875,2010,2
25,ND,9.657,2010,2
25,ND,1558.096,2011,3
25,ECRAN,0.166,2011,3
25,PAM,2.544,2010,3
25,LAMPE,10.084,2010,3
25,LAMPE,14.036,2010,3
25,LAMPE,0.000,2010,3
25,LAMPE,8.728,2010,3
25,GEMF,0.120,2011,3
25,PAM,10.885,2012,3
25,GEMHF,0.898,2012,3
25,GEMF,0.226,2012,3
25,ECRAN,0.062,2012,3
25,PAM,0.000,2011,3
25,PAM,30.224,2011,3
25,PAM,764.391,2011,3
25,PAM,127.804,2011,3
25,GEMHF,0.000,2011,3
25,GEMHF,402.516,2011,3
25,GEMHF,1122.024,2011,3
25,GEMHF,181.696,2011,3
25,GEMF,0.000,2011,3
25,GEMF,176.987,2011,3
25,GEMF,519.023,2011,3
25,GEMF,54.722,2011,3
25,ECRAN,0.000,2011,3
25,ECRAN,87.108,2011,3
25,ECRAN,626.885,2011,3
25,ECRAN,74.616,2011,3
25,PAM,121.557,2012,3
25,ECRAN,79.259,2012,3
25,GEMHF,172.166,2012,3
25,GEMF,39.078,2012,3
25,PAM,821.935,2012,3
25,ECRAN,787.612,2012,3
25,GEMHF,1186.768,2012,3
25,GEMF,524.263,2012,3
25,PAM,35.874,2012,3
25,ECRAN,175.049,2012,3
25,GEMHF,485.502,2012,3
