Siren_Siret;Campagne;Type_pile;Nature_pile;Tonnage;Departement;Origine_collecte;Date_creation;Date_modification
3,05151E+13;Collecte 2009;PORT;;0.0;74;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;74;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;75;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;75;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;75;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;76;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;76;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;76;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;77;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;77;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;77;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;78;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;78;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;78;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;79;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;79;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;79;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;80;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;80;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;80;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;81;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;81;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;81;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;82;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;82;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;82;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;83;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;83;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;83;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;84;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;84;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;84;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;85;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;85;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;85;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;86;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;86;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;86;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;87;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;87;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;87;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;88;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;88;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;88;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;89;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;89;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;89;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;90;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;90;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;90;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;91;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;91;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;91;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;92;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;92;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;92;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;93;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;93;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;93;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;94;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;94;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;94;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;95;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;95;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;95;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;2A;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;2A;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;2A;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;2B;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;2B;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;2B;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;971;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;971;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;971;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;972;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;972;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;972;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;973;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;973;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;973;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;974;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;974;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;974;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;975;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;975;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;975;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;976;DISTR;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;976;COMM;2010-07-19T17:03:26;2010-07-19T17:03:26
3,05151E+13;Collecte 2009;PORT;;0.0;976;AUTR;2010-07-19T17:03:26;2010-07-19T17:03:26
4,146E+13;Collecte 2009;PORT;;0.0020;59;DISTR;2010-07-20T10:49:59;2010-07-20T10:49:59
4,146E+13;Collecte 2009;PORT;;0.0;59;COMM;2010-07-20T10:49:59;2010-07-20T10:49:59
4,146E+13;Collecte 2009;PORT;;0.0;59;AUTR;2010-07-20T10:49:59;2010-07-20T10:49:59
4,22489E+13;Collecte 2009;PORT;;53.184;1;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;20.611;1;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.085;1;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;19.202;2;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;32.911;2;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.958;2;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;29.171;3;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;17.052;3;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;2.719;3;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;6.648;4;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;7.866;4;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.211;4;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;14.037;5;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;6.322;5;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.024;5;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;30.795;6;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;50.577;6;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;9.625;6;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;25.745;7;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;11.711;7;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.502;7;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;15.433;8;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;9.95;8;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;5.554;8;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;10.666;9;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;4.813;9;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.865;9;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;10.122;10;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;17.642;10;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;4.386;10;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;16.735;11;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;12.236;11;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;7.567;11;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;43.333;12;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;7.95;12;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;8.304;12;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;29.607;13;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;71.854;13;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;23.588;13;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;33.346;14;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;44.877;14;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;7.617;14;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;22.143;15;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.72;15;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.079;15;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;34.781;16;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;18.208;16;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.177;16;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;48.791;17;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;29.422;17;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;4.063;17;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;17.872;18;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;15.76;18;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.141;18;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;19.443;19;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;10.595;19;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.396;19;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;7.824;2A;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;10.594;2A;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.992;2A;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;46.691;21;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;21.499;21;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.923;21;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;64.839;22;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;17.433;22;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;7.869;22;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;16.927;23;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.91;23;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.81;23;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;28.654;24;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;18.093;24;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.29;24;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;47.386;25;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;23.326;25;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.615;25;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;30.145;26;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;20.345;26;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.357;26;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;29.603;27;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;28.304;27;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;4.059;27;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;24.204;28;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;27.128;28;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.519;28;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;83.381;29;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;33.537;29;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;2.482;29;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;33.353;30;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;22.966;30;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;20.265;30;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;42.033;31;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;47.214;31;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;21.096;31;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;15.195;32;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;9.491;32;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.993;32;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;58.941;33;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;76.553;33;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;13.815;33;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;14.36;34;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;48.942;34;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;2.885;34;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;79.467;35;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;32.424;35;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;16.775;35;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;14.309;36;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;14.821;36;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.29;36;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;33.213;37;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;35.368;37;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;11.452;37;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;81.136;38;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;46.281;38;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;5.855;38;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;30.288;39;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;8.501;39;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;18.778;39;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;42.366;40;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;13.619;40;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;2.505;40;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;29.197;41;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;14.386;41;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;8.584;41;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;41.536;42;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;33.467;42;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.779;42;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;18.059;43;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;9.774;43;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.228;43;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;61.3;44;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;58.337;44;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;8.829;44;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;47.125;45;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;37.149;45;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;3.424;45;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;20.954;46;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;9.075;46;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.578;46;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;21.681;47;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;14.58;47;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;1.637;47;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;16.603;48;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;2.095;48;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;0.311;48;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;67.53;49;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;32.364;49;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;10.528;49;AUTR;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;47.732;50;COMM;2010-07-21T10:13:09;2010-07-21T10:13:09
4,22489E+13;Collecte 2009;PORT;;32.271;50;DISTR;2010-07-21T10:13:09;2010-07-21T10:13:09
