Siren_Siret;Campagne;Departement;Flux;Origine;Tonnage;Date_creation;Date_modification
"48774196900000";"CMD 2009";"24";"GEMF";"DISTR";"0.465";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"24";"GEMHF";"DISTR";"0.195";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"23";"PAM";"COMM";"247.895";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"23";"GEMHF";"COMM";"217.553";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"23";"ECRAN";"COMM";"184.034";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"23";"GEMF";"COMM";"140.875";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"22";"PAM";"DISTR";"10.522";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"22";"GEMHF";"DISTR";"1.803";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"22";"ECRAN";"DISTR";"0.251";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"21";"PAM";"DISTR";"4.563";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"21";"ECRAN";"DISTR";"0.131";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"19";"GEMHF";"COMM";"423.703";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"19";"ECRAN";"COMM";"303.871";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"19";"GEMF";"COMM";"245.768";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"19";"PAM";"COMM";"191.44";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"19";"ECRAN";"DISTR";"2.069";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"19";"PAM";"DISTR";"0.205";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"18";"PAM";"DISTR";"2.609";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"PAM";"COMM";"1208.65";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"GEMHF";"COMM";"906.731";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"ECRAN";"COMM";"835.041";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"GEMF";"COMM";"579.169";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"PAM";"DISTR";"9.265";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"GEMHF";"DISTR";"0.346";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"17";"ECRAN";"DISTR";"0.25";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"16";"PAM";"COMM";"72.295";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"16";"ECRAN";"COMM";"52.92";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"16";"GEMHF";"COMM";"46.5";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"16";"GEMF";"COMM";"28.736";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"16";"PAM";"DISTR";"4.255";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"16";"GEMF";"DISTR";"0.82";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"ECRAN";"COMM";"97.829";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"GEMHF";"COMM";"95.585";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"GEMF";"COMM";"71.424";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"PAM";"COMM";"55.507";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"PAM";"DISTR";"23.626";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"ECRAN";"DISTR";"0.928";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"14";"GEMHF";"DISTR";"0.732";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"ECRAN";"COMM";"738.28";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"GEMHF";"COMM";"655.043";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"GEMF";"COMM";"648.577";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"PAM";"COMM";"279.694";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"PAM";"DISTR";"36.194";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"ECRAN";"DISTR";"1.895";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"13";"GEMHF";"DISTR";"0.985";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"12";"PAM";"DISTR";"3.158";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"12";"ECRAN";"DISTR";"1.006";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"ECRAN";"COMM";"342.21";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"PAM";"COMM";"267.716";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"GEMHF";"COMM";"263.131";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"GEMF";"COMM";"218.222";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"PAM";"DISTR";"2.627";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"GEMHF";"DISTR";"0.451";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"11";"GEMF";"DISTR";"0.088";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"10";"GEMHF";"COMM";"338.79";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"10";"PAM";"COMM";"303.175";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"10";"ECRAN";"COMM";"298.345";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"10";"GEMF";"COMM";"210.55";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"10";"PAM";"DISTR";"3.06";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"10";"GEMHF";"DISTR";"0.12";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"09";"PAM";"DISTR";"0.44";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"08";"GEMHF";"COMM";"56.213";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"08";"PAM";"COMM";"54.78";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"08";"ECRAN";"COMM";"47.34";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"08";"GEMF";"COMM";"38.547";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"08";"PAM";"DISTR";"2.419";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"08";"ECRAN";"DISTR";"0.062";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"07";"PAM";"DISTR";"0.28";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"07";"GEMF";"DISTR";"0.14";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"06";"PAM";"DISTR";"4.959";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"06";"ECRAN";"DISTR";"1.239";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"06";"GEMHF";"DISTR";"0.475";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"06";"GEMF";"DISTR";"0.04";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"GEMHF";"COMM";"683.43";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"PAM";"COMM";"544.51";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"ECRAN";"COMM";"499.97";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"GEMF";"COMM";"387.05";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"ECRAN";"DISTR";"47.022";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"GEMHF";"AUTR";"10.23";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"PAM";"AUTR";"3.79";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"PAM";"DISTR";"3.206";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"ECRAN";"AUTR";"0.79";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"03";"GEMF";"AUTR";"0.09";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"01";"GEMHF";"COMM";"119.914";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"01";"PAM";"COMM";"92.422";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"01";"ECRAN";"COMM";"78.374";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"01";"GEMF";"COMM";"55.266";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"01";"PAM";"DISTR";"12.139";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48774196900000";"CMD 2009";"01";"ECRAN";"DISTR";"0.2";"2012-03-27T15:35:53";"2012-03-27T15:35:53"
"48232394600000";"CMD 2009";"976";"LAMPE";"COMM";"0.0";"2010-03-05T18:28:31";"2010-03-05T18:28:31"
"48232394600000";"CMD 2009";"976";"LAMPE";"DISTR";"0.0";"2010-03-05T18:28:34";"2010-03-05T18:28:34"
"48232394600000";"CMD 2009";"976";"LAMPE";"ESS";"0.0";"2010-03-05T18:28:36";"2010-03-05T18:28:36"
"48232394600000";"CMD 2009";"976";"LAMPE";"AUTR";"0.0";"2010-03-05T18:28:38";"2010-03-05T18:28:38"
"41936563000000";"CMD 2009";"01";"GEMF";"COMM";"379.533";"2010-03-08T18:48:06";"2010-04-07T15:54:03"
"41936563000000";"CMD 2009";"01";"ECRAN";"COMM";"487.365";"2010-03-08T18:48:06";"2010-04-07T15:54:03"
"41936563000000";"CMD 2009";"01";"PAM";"COMM";"618.458";"2010-03-08T18:48:06";"2010-04-07T15:54:03"
"41936563000000";"CMD 2009";"06";"GEMF";"DISTR";"0.088";"2010-03-08T18:48:06";"2010-04-07T15:54:04"
"41936563000000";"CMD 2009";"06";"ECRAN";"DISTR";"0.155";"2010-03-08T18:48:06";"2010-04-07T15:54:04"
"41936563000000";"CMD 2009";"06";"PAM";"DISTR";"0.832";"2010-03-08T18:48:06";"2010-04-07T15:54:04"
"41936563000000";"CMD 2009";"08";"GEMF";"COMM";"258.49";"2010-03-08T18:48:06";"2010-04-07T15:54:04"
"41936563000000";"CMD 2009";"08";"ECRAN";"COMM";"311.52";"2010-03-08T18:48:06";"2010-04-07T15:54:04"
"41936563000000";"CMD 2009";"08";"PAM";"COMM";"420.42";"2010-03-08T18:48:06";"2010-04-07T15:54:04"
"48345043300000";"CMD 2009";"25";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"PAM";"DISTR";"30.224";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"PAM";"COMM";"764.391";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"PAM";"ESS";"127.804";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMHF";"DISTR";"402.516";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMHF";"COMM";"1122.024";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMHF";"ESS";"181.696";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMF";"DISTR";"176.987";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMF";"COMM";"519.023";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"GEMF";"ESS";"54.722";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"ECRAN";"DISTR";"87.108";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"ECRAN";"COMM";"626.885";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"25";"ECRAN";"ESS";"74.616";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"PAM";"DISTR";"27.335";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"PAM";"COMM";"588.991";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"PAM";"ESS";"21.327";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMHF";"DISTR";"289.737";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMHF";"COMM";"517.504";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMHF";"ESS";"26.051";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMF";"DISTR";"134.053";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMF";"COMM";"411.281";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"GEMF";"ESS";"9.767";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"ECRAN";"DISTR";"87.85";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"ECRAN";"COMM";"574.99";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"24";"ECRAN";"ESS";"18.434";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"23";"PAM";"DISTR";"9.345";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"23";"GEMHF";"DISTR";"54.25";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"23";"GEMF";"DISTR";"23.238";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"23";"ECRAN";"DISTR";"26.79";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"PAM";"DISTR";"37.735";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"PAM";"COMM";"852.042";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"PAM";"ESS";"66.381";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMHF";"DISTR";"292.462";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMHF";"COMM";"1496.832";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMHF";"ESS";"78.927";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMF";"DISTR";"120.582";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMF";"COMM";"679.376";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"GEMF";"ESS";"31.376";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"ECRAN";"DISTR";"126.387";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"ECRAN";"COMM";"869.016";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"22";"ECRAN";"ESS";"55.883";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"PAM";"DISTR";"36.223";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"PAM";"COMM";"745.554";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"PAM";"ESS";"202.367";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMHF";"DISTR";"521.45";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMHF";"COMM";"964.183";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMHF";"ESS";"206.521";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMF";"DISTR";"222.943";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMF";"COMM";"445.366";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"GEMF";"ESS";"90.611";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"ECRAN";"DISTR";"104.907";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"ECRAN";"COMM";"560.369";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"21";"ECRAN";"ESS";"140.855";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"PAM";"DISTR";"31.176";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"PAM";"ESS";"2.961";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"GEMHF";"DISTR";"149.705";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"GEMHF";"ESS";"3.841";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"GEMF";"DISTR";"82.73";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"GEMF";"ESS";"1.871";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"ECRAN";"DISTR";"79.365";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"19";"ECRAN";"ESS";"2.786";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"PAM";"DISTR";"17.184";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"PAM";"COMM";"231.945";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"PAM";"ESS";"32.541";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMHF";"DISTR";"278.742";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMHF";"COMM";"382.053";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMHF";"ESS";"39.693";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMF";"DISTR";"116.807";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMF";"COMM";"202.724";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"GEMF";"ESS";"18.321";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"ECRAN";"DISTR";"60.452";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"ECRAN";"COMM";"257.47";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"18";"ECRAN";"ESS";"30.698";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"PAM";"DISTR";"50.726";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"PAM";"ESS";"46.963";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"GEMHF";"DISTR";"504.353";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"GEMHF";"ESS";"66.634";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"GEMF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"GEMF";"DISTR";"197.887";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"GEMF";"ESS";"24.073";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"ECRAN";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"ECRAN";"DISTR";"128.235";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"17";"ECRAN";"ESS";"37.365";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"PAM";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"PAM";"DISTR";"73.158";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"PAM";"COMM";"62.357";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"PAM";"ESS";"48.348";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"GEMHF";"AUTR";"0.0";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"GEMHF";"DISTR";"247.966";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"GEMHF";"COMM";"61.235";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
"48345043300000";"CMD 2009";"16";"GEMHF";"ESS";"78.626";"2011-03-31T13:20:32";"2011-03-31T13:20:32"
